4.728380590677261353e-03,4.728380590677261353e-03,4.728380590677261353e-03,4.728380590677261353e-03,5.790599621832370758e-03,3.531366819515824318e-03,3.531366819515824318e-03,3.531366819515824318e-03,3.531366819515824318e-03,3.531366819515824318e-03,5.081406328827142715e-03,5.081406328827142715e-03,5.081406328827142715e-03,5.081406328827142715e-03,5.081406328827142715e-03,2.734919311478734016e-03,4.501739516854286194e-03,4.501739516854286194e-03,4.501739516854286194e-03,4.501739516854286194e-03,4.501739516854286194e-03,9.265858680009841919e-03,9.265858680009841919e-03,9.265858680009841919e-03,9.265858680009841919e-03,9.265858680009841919e-03,6.975790020078420639e-03,-4.254436120390892029e-03,-4.254436120390892029e-03,0.000000000000000000e+00
3.471856936812400818e-03,3.471856936812400818e-03,3.471856936812400818e-03,3.471856936812400818e-03,-7.953423075377941132e-03,-1.446280977688729763e-03,-1.446280977688729763e-03,-1.446280977688729763e-03,-1.446280977688729763e-03,-1.446280977688729763e-03,-1.342836534604430199e-03,-1.342836534604430199e-03,-1.342836534604430199e-03,-1.342836534604430199e-03,-1.342836534604430199e-03,-2.224469091743230820e-03,-2.224469091743230820e-03,-2.224469091743230820e-03,-2.224469091743230820e-03,-2.224469091743230820e-03,-2.224469091743230820e-03,3.618817776441574097e-03,3.618817776441574097e-03,3.618817776441574097e-03,3.618817776441574097e-03,3.618817776441574097e-03,6.546644959598779678e-03,-6.007872521877288818e-03,-6.007872521877288818e-03,-6.007872521877288818e-03
1.416207756847143173e-03,1.416207756847143173e-03,1.416207756847143173e-03,1.416207756847143173e-03,-7.953423075377941132e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-2.224469091743230820e-03,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,3.618817776441574097e-03,3.618817776441574097e-03,6.546644959598779678e-03,-6.007872521877288818e-03,-6.007872521877288818e-03,-6.007872521877288818e-03
1.416207756847143173e-03,1.416207756847143173e-03,1.416207756847143173e-03,1.416207756847143173e-03,-7.953423075377941132e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-2.224469091743230820e-03,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,4.252734128385782242e-03,-6.561611779034137726e-03,-6.561611779034137726e-03,-6.561611779034137726e-03
1.416207756847143173e-03,1.416207756847143173e-03,1.416207756847143173e-03,1.416207756847143173e-03,-7.953423075377941132e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-2.224469091743230820e-03,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,4.252734128385782242e-03,-6.561611779034137726e-03,-6.561611779034137726e-03,-6.561611779034137726e-03
1.416207756847143173e-03,1.416207756847143173e-03,1.416207756847143173e-03,1.416207756847143173e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-7.217404898256063461e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,-1.911058323457837105e-03,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,7.549448637291789055e-04,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,3.563362639397382736e-03,-6.561611779034137726e-03,-6.561611779034137726e-03,-6.561611779034137726e-03,-6.561611779034137726e-03
-2.580441301688551903e-03,-2.580441301688551903e-03,-2.580441301688551903e-03,-2.580441301688551903e-03,-8.264462463557720184e-03,-8.264462463557720184e-03,-8.264462463557720184e-03,-8.264462463557720184e-03,-8.264462463557720184e-03,-8.264462463557720184e-03,-2.118096919730305672e-03,-2.118096919730305672e-03,-2.118096919730305672e-03,-2.118096919730305672e-03,-2.118096919730305672e-03,3.524495114106684923e-04,3.524495114106684923e-04,3.524495114106684923e-04,3.524495114106684923e-04,3.524495114106684923e-04,3.524495114106684923e-04,5.360452923923730850e-03,5.360452923923730850e-03,5.360452923923730850e-03,5.360452923923730850e-03,5.360452923923730850e-03,-3.140929853543639183e-03,-3.140929853543639183e-03,-3.140929853543639183e-03,-3.140929853543639183e-03
-6.928650662302970886e-03,-6.928650662302970886e-03,-6.928650662302970886e-03,-6.928650662302970886e-03,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,1.960488501936197281e-03,1.960488501936197281e-03,5.360452923923730850e-03,5.360452923923730850e-03,5.360452923923730850e-03,-3.140929853543639183e-03,-3.140929853543639183e-03,-3.140929853543639183e-03,-3.140929853543639183e-03
-6.928650662302970886e-03,-6.928650662302970886e-03,-6.928650662302970886e-03,-6.928650662302970886e-03,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,-1.902802730910480022e-03,-1.902802730910480022e-03,-1.902802730910480022e-03,-1.902802730910480022e-03
-6.928650662302970886e-03,-6.928650662302970886e-03,-6.928650662302970886e-03,-6.928650662302970886e-03,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,-1.902802730910480022e-03,-1.902802730910480022e-03,-1.902802730910480022e-03,-1.902802730910480022e-03
-6.928650662302970886e-03,-6.928650662302970886e-03,-6.928650662302970886e-03,-6.928650662302970886e-03,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-1.576163806021213531e-02,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-8.369288407266139984e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,-2.372898394241929054e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,1.960488501936197281e-03,-1.902802730910480022e-03,-1.902802730910480022e-03,-1.902802730910480022e-03,-1.902802730910480022e-03
-8.726003579795360565e-03,-8.726003579795360565e-03,-8.726003579795360565e-03,-8.726003579795360565e-03,-1.768008060753345490e-02,-1.768008060753345490e-02,-1.768008060753345490e-02,-1.768008060753345490e-02,-1.768008060753345490e-02,-1.768008060753345490e-02,-8.998699486255645752e-03,-8.998699486255645752e-03,-8.998699486255645752e-03,-8.998699486255645752e-03,-8.998699486255645752e-03,-5.056378722656518221e-05,-5.056378722656518221e-05,-5.056378722656518221e-05,-5.056378722656518221e-05,-5.056378722656518221e-05,-5.056378722656518221e-05,3.978445660322904587e-03,3.978445660322904587e-03,3.978445660322904587e-03,3.978445660322904587e-03,3.978445660322904587e-03,-5.772079341113567352e-03,-5.772079341113567352e-03,-5.772079341113567352e-03,-5.772079341113567352e-03
-1.396336592733860016e-02,-1.396336592733860016e-02,-1.396336592733860016e-02,-1.396336592733860016e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,1.817080541513860226e-03,3.978445660322904587e-03,3.978445660322904587e-03,3.978445660322904587e-03,3.978445660322904587e-03,-5.772079341113567352e-03,-5.772079341113567352e-03,-5.772079341113567352e-03,-5.772079341113567352e-03
-1.396336592733860016e-02,-1.396336592733860016e-02,-1.396336592733860016e-02,-1.396336592733860016e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,-7.187643554061651230e-03,-7.187643554061651230e-03,-7.187643554061651230e-03,-7.187643554061651230e-03
-1.396336592733860016e-02,-1.396336592733860016e-02,-1.396336592733860016e-02,-1.396336592733860016e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,-7.187643554061651230e-03,-7.187643554061651230e-03,-7.187643554061651230e-03,-7.187643554061651230e-03
-1.396336592733860016e-02,-1.396336592733860016e-02,-1.396336592733860016e-02,-1.396336592733860016e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-1.919202692806720734e-02,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-9.239815175533294678e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,-3.755963873118162155e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,1.817080541513860226e-03,-7.187643554061651230e-03,-7.187643554061651230e-03,-7.187643554061651230e-03,-7.187643554061651230e-03
